PDB ID,Chain ID,High Resolution Limit,CATH ID [Res Range],Entity ID,Chain Length,Molecular Weight
"4Z3X","G","1.85","","2","179","20133.90"
"4Z3X","F","1.85","","2","179","20133.90"
"4Z8A","A","1.76","","1","75","8363.33"
"4Z8T","B","1.64","","2","98","11523.60"
"4ZA3","A","1.67","","1","247","27642.20"
"4ZA3","B","1.67","","2","260","28903.30"
"4ZDT","C","2.00","","1","73","8423.78"
"4ZDT","B","2.00","","2","71","8261.64"
"4ZDT","A","2.00","","1","73","8423.78"
"4ZDT","D","2.00","","2","71","8261.64"
"4ZFO","K","1.89","","1","54","5903.71"
"4ZFO","F","1.89","","1","54","5903.71"
"4ZGJ","F","2.00","","2","206","22580.60"
"4ZGJ","L","2.00","","2","206","22580.60"
"4ZGJ","D","2.00","","2","206","22580.60"
"4ZGJ","J","2.00","","2","206","22580.60"
"4ZGJ","P","2.00","","2","206","22580.60"
"4ZGJ","B","2.00","","2","206","22580.60"
"4ZGJ","H","2.00","","2","206","22580.60"
"4ZGJ","N","2.00","","2","206","22580.60"
"4ZGM","A","1.80","","1","122","14325.80"
"4ZHY","B","1.97","","2","168","18341.90"
"4ZHY","A","1.97","","1","190","20688.80"
"4ZI3","C","2.00","","2","135","15570.50"
"4ZIE","A","1.80","","1","168","18512.00"
"4ZQC","A","1.54","","1","268","28698.80"
"4ZRT","A","1.74","","1","298","34704.50"
"5A0X","A","1.70","","1","198","21909.60"
"5A0X","B","1.70","","1","198","21909.60"
"5A6S","B","1.90","","2","80","9031.12"
"5A6S","A","1.90","","1","294","32877.20"
"5A6W","C","1.60","","2","93","10827.30"
"5A6W","B","1.60","","1","75","7816.23"
"5A6W","A","1.60","","1","75","7816.23"
"5ABX","A","1.66","","1","190","22377.50"
"5AEI","B","1.83","","1","286","30027.40"
"5AEI","A","1.83","","1","286","30027.40"
"5AEI","C","1.83","","1","286","30027.40"
"5AFW","A","1.60","","1","174","20483.80"
"5AJJ","A","1.75","","1","168","19652.30"
"5AQM","B","1.63","","2","118","13511.60"
"5AQM","D","1.63","","2","118","13511.60"
"5AUN","B","1.63","","2","248","27622.00"
"5AUN","A","1.63","","1","139","15712.00"
"5B5Q","A","1.70","","1","243","27802.20"
"5B6C","A","1.55","","1","174","19725.80"
"5B77","A","1.55","","1","131","14930.60"
"5B8I","C","1.85","","3","130","14458.50"
"5BOP","D","1.95","","2","217","24867.10"
"5BOP","B","1.95","","2","217","24867.10"
"5BOS","A","1.71","","1","183","18946.80"
"5BQ8","C","2.00","","1","122","13668.80"
"5BQ8","A","2.00","","1","122","13668.80"
"5BS2","B","1.97","","1","132","14918.00"
"5BS2","A","1.97","","1","132","14918.00"
"5BW0","B","2.00","","2","94","10736.00"
"5BW0","E","2.00","","1","177","20891.50"
"5BW0","H","2.00","","2","94","10736.00"
"5BW0","A","2.00","","1","177","20891.50"
"5BW0","D","2.00","","2","94","10736.00"
"5BW0","G","2.00","","1","177","20891.50"
"5BW0","C","2.00","","1","177","20891.50"
"5BW0","F","2.00","","2","94","10736.00"
"5BY8","B","1.51","","2","85","9137.58"
"5BY8","A","1.51","","1","231","26315.20"
"5C0M","A","1.60","","1","180","20202.00"
"5C0M","B","1.60","","1","180","20202.00"
"5C26","A","1.95","","1","299","35040.90"
"5C2U","A","1.55","","2","143","15671.60"
"5C50","B","1.63","","2","194","21566.00"
"5C50","A","1.63","","1","198","22890.10"
"5C67","E","1.83","","2","81","9134.90"
"5C67","C","1.83","","2","81","9134.90"
"5CEG","C","1.59","","1","93","10616.00"
"5CEG","B","1.59","","2","117","13490.30"
"5CEG","A","1.59","","1","93","10616.00"
"5CEG","D","1.59","","2","117","13490.30"
"5CHL","A","1.89","","1","74","8585.67"
"5CKT","A","2.00","","1","99","11037.50"
"5CKT","C","2.00","","1","99","11037.50"
"5CKT","B","2.00","","1","99","11037.50"
"5CP0","A","2.00","","1","171","19097.70"
"5CQX","B","1.63","","1","119","13083.10"
"5CQX","A","1.63","","1","119","13083.10"
"5CRW","A","1.60","","1","247","27013.70"
"5CS2","A","1.65","","1","201","23647.80"
"5CTD","A","1.60","","1","71","7161.65"
"5CTT","B","1.70","","2","55","6535.39"
"5CVE","A","1.50","","1","243","27589.40"
"5CVE","B","1.50","","1","243","27589.40"
"5CYZ","C","1.84","","2","105","12903.70"
"5D0M","C","1.91","","2","87","9799.10"
"5D1M","B","1.58","","2","133","15571.50"
"5D5K","B","1.90","","2","98","10773.20"
"5D61","A","1.60","","1","293","32328.70"
"5D7E","A","1.90","","1","140","16026.30"
"5D94","A","1.53","","1","130","15121.50"
"5DAI","A","2.00","","1","255","29099.30"
"5DAL","A","1.50","","1","210","23393.80"
"5DC9","B","1.56","","2","95","10281.40"
"5DC9","A","1.56","","1","123","13715.10"
"5DCM","A","1.60","","1","243","27756.90"
"5DCQ","C","1.83","","1","170","18678.20"
"5DCQ","F","1.83","","2","271","30697.80"
"5DCQ","B","1.83","","1","170","18678.20"
"5DCQ","E","1.83","","2","271","30697.80"
"5DCQ","A","1.83","","1","170","18678.20"
"5DCQ","D","1.83","","2","271","30697.80"
"5DDZ","A","1.50","","1","275","30953.90"
"5DF6","A","1.78","","1","255","28750.10"
"5DHM","A","1.90","","1","53","6464.68"
"5DHM","D","1.90","","2","282","31487.90"
"5DHM","C","1.90","","2","282","31487.90"
"5DHM","B","1.90","","1","53","6464.68"
"5DN2","C","1.95","","1","156","17841.10"
"5DN2","B","1.95","","1","156","17841.10"
"5DN2","A","1.95","","1","156","17841.10"
"5DN2","D","1.95","","1","156","17841.10"
"5E0M","A","1.65","","1","89","10388.80"
"5E0Q","B","1.90","","2","153","17316.40"
"5E0U","A","1.93","","1","261","28821.80"
"5E0U","C","1.93","","1","261","28821.80"
"5E0U","B","1.93","","1","261","28821.80"
"5E3E","A","1.70","","1","104","12717.70"
"5E3E","D","1.70","","2","114","12163.30"
"5E3E","C","1.70","","1","104","12717.70"
"5E3E","F","1.70","","2","114","12163.30"
"5E3E","B","1.70","","2","114","12163.30"
"5E3E","E","1.70","","1","104","12717.70"
"5E5U","A","2.00","","1","264","30006.30"
"5E5U","D","2.00","","2","199","22334.20"
"5E5U","C","2.00","","1","264","30006.30"
"5E5U","B","2.00","","2","199","22334.20"
"5E5Y","C","1.51","","1","63","7059.08"
"5E5Y","A","1.51","","1","63","7059.08"
"5EB1","B","1.80","","2","135","14860.60"
"5EB1","A","1.80","","1","159","17392.80"
"5EB1","D","1.80","","2","135","14860.60"
"5EB1","C","1.80","","1","159","17392.80"
"5ECK","B","1.54","","2","223","25867.30"
"5ECK","F","1.54","","2","223","25867.30"
"5ECK","E","1.54","","2","223","25867.30"
"5ECK","C","1.54","","2","223","25867.30"
"5EEQ","B","1.60","","1","120","13690.70"
"5EEQ","A","1.60","","1","120","13690.70"
"5EFQ","B","2.00","","2","268","31429.20"
"5EFQ","D","2.00","","2","268","31429.20"
"5EG2","A","1.55","","1","262","29087.40"
"5EIN","C","1.70","","2","54","5814.44"
"5ELJ","A","1.98","","1","116","13252.10"
"5EM9","A","1.60","","1","101","10570.00"
"5EN2","C","1.82","","3","141","16312.70"
"5EU0","A","1.60","","1","224","25997.60"
"5EU0","B","1.60","","2","67","7447.26"
"5EY5","C","1.97","","1","273","29958.00"
"5EY5","A","1.97","","1","273","29958.00"
"5F0E","B","1.74","","2","88","9568.30"
"5F1N","E","2.00","","2","125","14281.30"
"5F1N","B","2.00","","2","125","14281.30"
"5F3B","D","1.76","","3","109","12422.20"
"5F3B","C","1.76","","3","109","12422.20"
"5F67","A","1.76","","1","108","11676.40"
"5F67","B","1.76","","1","108","11676.40"
"5F6L","B","1.90","","2","184","20597.40"
"5F6L","A","1.90","","3","158","18243.20"
"5F8Z","A","1.50","","1","239","26913.60"
"5FCU","G","1.85","","1","169","18802.30"
"5FFW","B","1.50","","1","116","13703.70"
"5FFW","A","1.50","","1","116","13703.70"
"5FGP","A","2.00","","1","152","17495.20"
"5FIS","A","1.60","","1","243","28118.40"
"5FIW","A","1.70","","1","105","11974.40"
"5FIW","B","1.70","","1","105","11974.40"
"5FJZ","B","1.90","","1","270","29783.20"
"5FJZ","A","1.90","","1","270","29783.20"
"5FJZ","D","1.90","","1","270","29783.20"
"5FJZ","C","1.90","","1","270","29783.20"
"5FML","B","1.70","","2","202","23333.50"
"5FOU","A","1.50","","1","231","25502.20"
"5FPX","B","1.50","","1","113","12826.60"
"5FPX","A","1.50","","1","113","12826.60"
"5FV6","B","2.00","","1","197","22013.40"
"5FV6","A","2.00","","1","197","22013.40"
"5FVK","B","1.66","","1","82","9440.62"
"5FVK","A","1.66","","1","82","9440.62"
"5FW5","B","1.92","","1","140","15986.20"
"5FW5","A","1.92","","1","140","15986.20"
"5G1X","B","1.72","","2","63","7177.78"
"5G3L","H","1.72","","1","99","10794.20"
"5G3L","E","1.72","","1","99","10794.20"
"5G3L","D","1.72","","1","99","10794.20"
"5G4A","A","1.90","","1","270","30604.20"
"5G4K","A","1.74","","1","286","31148.30"
"5G5G","A","1.70","","1","229","24370.70"
"5GGP","B","1.60","","1","164","17623.00"
"5GGP","A","1.60","","1","164","17623.00"
"5GGV","Y","2.00","","3","126","13510.30"
"5GP7","A","1.50","","1","169","18149.50"
"5GPG","B","1.67","","2","93","11352.80"
"5GPG","A","1.67","","1","117","13047.00"
"5GRQ","A","1.58","","1","90","10537.40"
"5GRQ","B","1.58","","1","90","10537.40"
"5GTU","A","1.50","","1","186","20955.20"
"5GXG","B","1.70","","2","108","11617.20"
"5H5S","A","1.85","","1","169","19403.10"
"5H5Z","A","1.74","","1","275","31449.70"
"5H66","A","1.82","","1","199","22517.60"
"5H66","C","1.82","","3","80","9289.65"
"5H66","B","1.82","","2","188","21466.60"
"5H7H","A","1.95","","1","141","16287.70"
"5HDQ","A","1.83","","1","292","33021.40"
"5HE9","E","1.90","","2","56","6605.57"
"5HE9","A","1.90","","1","174","19888.00"
"5HEY","A","1.50","","1","119","12782.10"
"5HH7","A","1.90","","1","233","27401.10"
"5HJS","B","1.72","","1","283","32866.40"
"5HJS","A","1.72","","1","283","32866.40"
"5HKQ","I","2.00","","2","129","15456.60"
"5HKQ","A","2.00","","1","143","15483.20"
"5HSV","A","1.50","","1","168","18318.80"
"5HSV","D","1.50","","1","168","18318.80"
"5HSV","C","1.50","","1","168","18318.80"
"5HSV","B","1.50","","1","168","18318.80"
"5HU3","B","1.88","","2","54","5488.90"
"5HU3","A","1.88","","1","285","32180.70"
"5HVZ","A","2.00","","1","50","6005.98"
"5HVZ","B","2.00","","1","50","6005.98"
"5HXG","B","2.00","","2","116","13299.30"
"5HXG","A","2.00","","1","235","26506.90"
"5HXG","D","2.00","","2","116","13299.30"
"5HXG","C","2.00","","1","235","26506.90"
"5I7Z","A","1.80","","1","96","10266.80"
"5IAA","A","1.85","","1","290","32198.90"
"5IAA","D","1.85","","2","83","8938.33"
"5IAA","C","1.85","","2","83","8938.33"
"5IAA","B","1.85","","1","290","32198.90"
"5IBW","B","1.90","","1","77","8917.95"
"5IBW","A","1.90","","1","77","8917.95"
"5IBX","A","1.65","","1","255","26923.40"
"5IBX","E","1.65","","1","255","26923.40"
"5IBX","D","1.65","","1","255","26923.40"
"5IBX","B","1.65","","1","255","26923.40"
"5IBX","H","1.65","","1","255","26923.40"
"5ICV","B","1.53","","1","180","20539.30"
"5ICV","A","1.53","","1","180","20539.30"
"5IEH","B","1.50","","2","100","11879.40"
"5IEH","A","1.50","","1","277","32051.30"
"5IIB","B","1.64","","2","128","14432.40"
"5IIB","A","1.64","","1","136","16295.20"
"5IL2","B","1.61","","2","300","34794.40"
"5IM0","A","1.70","","1","87","10176.00"
"5IML","A","1.80","","1","220","24606.80"
"5IP4","E","1.81","","2","91","10357.10"
"5IP4","D","1.81","","2","91","10357.10"
"5IQM","A","1.50","","1","132","13666.80"
"5IQM","G","1.50","","1","132","13666.80"
"5IRC","B","1.72","","1","201","23307.50"
"5IRC","A","1.72","","1","201","23307.50"
"5IU0","J","1.50","","2","181","20308.30"
"5IU0","I","1.50","","2","181","20308.30"
"5IWB","A","1.76","","1","133","15453.30"
"5IWB","B","1.76","","2","132","14980.40"
"5IYZ","E","1.80","","3","143","16844.20"
"5J03","A","2.00","","1","110","13066.90"
"5J3T","A","1.60","","1","130","15294.50"
"5J3T","B","1.60","","2","242","28399.80"
"5J4A","B","2.00","","2","120","13537.20"
"5J4A","A","2.00","","1","161","16841.90"
"5J4A","D","2.00","","2","120","13537.20"
"5J4A","C","2.00","","1","161","16841.90"
"5J8Y","A","1.98","","1","80","9054.44"
"5J8Y","D","1.98","","2","89","9987.61"
"5J8Y","C","1.98","","2","89","9987.61"
"5J8Y","B","1.98","","1","80","9054.44"
"5JA5","A","2.00","","1","209","24819.50"
"5JA9","D","1.85","","1","110","13026.00"
"5JA9","C","1.85","","1","110","13026.00"
"5JCA","S","1.50","","2","284","31551.00"
"5JDS","A","1.70","","2","124","14336.40"
"5JEL","A","1.60","","1","242","26901.40"
"5JF0","A","1.60","","1","204","22910.30"
"5JFF","C","2.00","","1","224","25727.90"
"5JFF","B","2.00","","2","68","8008.14"
"5JFF","A","2.00","","1","224","25727.90"
"5JFF","D","2.00","","2","68","8008.14"
"5JG6","D","2.00","","1","70","8050.36"
"5JG6","A","2.00","","1","70","8050.36"
"5JJE","B","1.90","","2","163","17224.30"
"5JJE","A","1.90","","1","248","26534.90"
"5JJZ","A","2.00","","1","83","10109.30"
"5JKL","C","1.80","","1","183","21499.20"
"5JKL","F","1.80","","1","183","21499.20"
"5JKL","B","1.80","","1","183","21499.20"
"5JKL","E","1.80","","1","183","21499.20"
"5JKL","A","1.80","","1","183","21499.20"
"5JKL","D","1.80","","1","183","21499.20"
"5JLB","A","1.50","","1","279","32042.60"
"5JLV","D","2.00","","2","117","13590.90"
"5JLV","C","2.00","","2","117","13590.90"
"5JPO","A","2.00","","1","220","24725.20"
"5JPO","D","2.00","","1","220","24725.20"
"5JPO","C","2.00","","1","220","24725.20"
"5JPO","B","2.00","","1","220","24725.20"
"5JQI","F","1.96","","2","279","29053.30"
"5JQI","D","1.96","","2","279","29053.30"
"5JQI","B","1.96","","2","279","29053.30"
"5JQI","H","1.96","","2","279","29053.30"
"5JR2","B","1.75","","1","179","20489.10"
"5JR2","A","1.75","","1","179","20489.10"
"5JR2","D","1.75","","1","179","20489.10"
"5JR2","C","1.75","","1","179","20489.10"
"5JW9","B","2.00","","2","122","14923.30"
"5JW9","A","2.00","","1","64","6629.03"
"5JWO","B","1.80","","2","99","10941.00"
"5JWO","A","1.80","","1","247","27738.20"
"5K39","A","1.98","","1","171","18947.50"
"5K3Y","C","1.60","","2","59","7028.06"
"5K3Y","B","1.60","","1","280","33024.40"
"5K3Y","A","1.60","","1","280","33024.40"
"5K3Y","D","1.60","","2","59","7028.06"
"5K7W","A","1.65","","1","225","25732.50"
"5K8J","A","1.60","","1","85","9548.43"
"5K8J","D","1.60","","1","85","9548.43"
"5K8J","C","1.60","","2","128","14288.90"
"5K8J","B","1.60","","2","128","14288.90"
"5KDO","G","1.90","","3","74","8556.92"
"5KNH","I","1.60","","2","112","12302.30"
"5KP7","B","1.60","","2","103","11565.30"
"5L3S","A","1.90","","1","298","33113.20"
"5L3S","D","1.90","","2","296","33440.30"
"5L3S","G","1.90","","1","298","33113.20"
"5L3S","C","1.90","","1","298","33113.20"
"5L3S","F","1.90","","2","296","33440.30"
"5L3S","B","1.90","","2","296","33440.30"
"5L3S","E","1.90","","1","298","33113.20"
"5L3S","H","1.90","","2","296","33440.30"
"5L8L","B","1.67","","2","117","12766.20"
"5L8X","A","1.85","","1","172","18400.90"
"5L9V","B","1.83","","1","252","27930.70"
"5L9V","A","1.83","","1","252","27930.70"
"5L9Z","B","1.57","","2","77","8542.77"
"5LB7","B","1.50","","2","80","9534.09"
"5LB7","A","1.50","","1","212","23352.00"
"5LDA","B","1.90","","2","69","7838.68"
"5LDA","A","1.90","","1","130","15155.10"
"5LEO","B","1.60","","1","94","10570.90"
"5LEO","A","1.60","","1","94","10570.90"
"5LLB","A","1.92","","1","269","32135.00"
"5LLB","B","1.92","","1","269","32135.00"
"5LNP","C","1.99","","1","97","10862.40"
"5LNP","A","1.99","","1","97","10862.40"
"5LNP","D","1.99","","1","97","10862.40"
"5LPD","H","1.50","","2","259","29780.20"
"5LQB","A","1.95","","1","132","15348.80"
"5LRW","C","2.00","","1","296","34037.90"
"5LRW","A","2.00","","1","296","34037.90"
"5LSI","D","2.00","","1","134","15313.20"
"5LSI","E","2.00","","2","76","8487.47"
"5LSL","C","1.65","","1","102","11612.10"
"5LSL","F","1.65","","2","84","9388.99"
"5LSL","B","1.65","","1","102","11612.10"
"5LSL","E","1.65","","2","84","9388.99"
"5LSL","H","1.65","","2","84","9388.99"
"5LSL","A","1.65","","1","102","11612.10"
"5LSL","D","1.65","","1","102","11612.10"
"5LSL","G","1.65","","2","84","9388.99"
"5LXH","A","1.58","","1","123","14598.70"
"5LXH","C","1.58","","1","123","14598.70"
"5LXH","B","1.58","","1","123","14598.70"
"5LXR","A","2.00","","1","90","10032.70"
"5LYN","B","2.00","","1","133","14821.70"
"5LYN","A","2.00","","1","133","14821.70"
"5M0Y","A","1.50","","2","186","20507.10"
"5M0Y","B","1.50","","1","164","18245.40"
"5M26","E","1.90","","1","170","18571.80"
"5M26","C","1.90","","1","170","18571.80"
"5M26","A","1.90","","1","170","18571.80"
"5M26","G","1.90","","1","170","18571.80"
"5M2J","A","1.90","","1","157","17370.70"
"5M2S","A","1.70","","1","149","15931.80"
"5M2S","B","1.70","","2","103","10974.00"
"5M45","F","1.87","","3","168","19849.80"
"5M45","C","1.87","","3","168","19849.80"
"5M45","L","1.87","","3","168","19849.80"
"5M45","I","1.87","","3","168","19849.80"
"5M72","A","1.60","","1","160","18271.50"
"5M72","B","1.60","","2","71","8005.29"
"5M9N","B","1.95","","1","220","24310.00"
"5M9N","A","1.95","","1","220","24310.00"
"5MAD","H","1.53","","2","245","27453.90"
"5MAD","F","1.53","","2","245","27453.90"
"5MAD","D","1.53","","2","245","27453.90"
"5MAD","B","1.53","","2","245","27453.90"
"5MAW","E","1.50","","2","133","15146.10"
"5ME5","B","1.90","","2","90","9790.53"
"5ME5","A","1.90","","1","237","26744.50"
"5MFJ","B","1.53","","1","243","25784.70"
"5MFJ","A","1.53","","1","243","25784.70"
"5MJ3","B","1.74","","2","179","19812.30"
"5MJ3","C","1.74","","3","118","11945.60"
"5MKU","A","1.78","","1","228","25599.70"
"5MN0","A","2.00","","1","209","23294.80"
"5MR0","C","1.98","","1","290","32403.00"
"5MR0","B","1.98","","1","290","32403.00"
"5MR0","E","1.98","","1","290","32403.00"
"5MR0","A","1.98","","1","290","32403.00"
"5MR0","D","1.98","","1","290","32403.00"
"5MR5","B","2.00","","1","102","11706.40"
"5MR5","A","2.00","","1","102","11706.40"
"5MR5","D","2.00","","2","216","24274.40"
"5MR5","C","2.00","","2","216","24274.40"
"5MTF","A","1.79","","1","190","21513.60"
"5MVW","C","1.82","","2","58","6550.46"
"5MVW","B","1.82","","1","70","8198.43"
"5MVW","A","1.82","","1","70","8198.43"
"5MVW","D","1.82","","2","58","6550.46"
"5MX7","A1","1.98","","1","300","33916.50"
"5MZ2","P","1.90","","2","139","15824.80"
"5MZ2","I","1.90","","2","139","15824.80"
"5MZ2","L","1.90","","2","139","15824.80"
"5MZ2","O","1.90","","2","139","15824.80"
"5MZ2","K","1.90","","2","139","15824.80"
"5MZ2","N","1.90","","2","139","15824.80"
"5MZ2","J","1.90","","2","139","15824.80"
"5MZ2","M","1.90","","2","139","15824.80"
"5MZW","C","1.52","","1","265","28367.80"
"5MZW","B","1.52","","2","248","26280.90"
"5MZW","A","1.52","","1","265","28367.80"
"5MZW","D","1.52","","2","248","26280.90"
"5N1X","A","1.72","","1","121","13981.30"
"5N22","A","1.99","","1","183","20856.10"
"5N22","D","1.99","","1","183","20856.10"
"5N22","C","1.99","","1","183","20856.10"
"5N22","B","1.99","","1","183","20856.10"
"5N3U","B","1.89","","2","208","22579.80"
"5N3U","A","1.89","","1","276","29656.10"
"5N48","B","1.60","","2","106","11334.50"
"5N48","D","1.60","","2","106","11334.50"
"5N5P","C","1.98","","1","138","14253.00"
"5N5P","B","1.98","","2","87","9220.26"
"5N5P","A","1.98","","1","138","14253.00"
"5N5P","D","1.98","","2","87","9220.26"
"5N7E","B","1.65","","2","219","24901.50"
"5N88","D","1.70","","2","79","9310.93"
"5N99","D","1.50","","1","183","18849.70"
"5N99","K","1.50","","1","183","18849.70"
"5N99","Q","1.50","","1","183","18849.70"
"5N99","Y","1.50","","1","183","18849.70"
"5N99","B","1.50","","1","183","18849.70"
"5N99","I","1.50","","1","183","18849.70"
"5N99","O","1.50","","1","183","18849.70"
"5N99","U","1.50","","1","183","18849.70"
"5N99","A","1.50","","1","183","18849.70"
"5N99","G","1.50","","1","183","18849.70"
"5N99","M","1.50","","1","183","18849.70"
"5N99","S","1.50","","1","183","18849.70"
"5NC2","A","1.58","","1","113","12628.30"
"5NC2","B","1.58","","1","113","12628.30"
"5NES","B","1.61","","1","114","11734.70"
"5NES","A","1.61","","1","114","11734.70"
"5NES","D","1.61","","1","114","11734.70"
"5NES","C","1.61","","1","114","11734.70"
"5NMV","K","1.65","","3","86","9797.94"
"5NQV","C","1.95","","1","210","25292.80"
"5NQV","B","1.95","","1","210","25292.80"
"5NQV","A","1.95","","1","210","25292.80"
"5NQV","D","1.95","","1","210","25292.80"
"5NVE","B","1.50","","1","191","21824.50"
"5NVE","A","1.50","","1","191","21824.50"
"5O2A","A","1.90","","1","289","31199.80"
"5O33","B","1.64","","2","180","21056.20"
"5O6T","B","1.57","","1","66","7569.03"
"5O6T","A","1.57","","1","66","7569.03"
"5O8W","B","1.67","","2","94","10613.50"
"5O9E","B","1.88","","2","131","14787.40"
"5O9E","A","1.88","","1","201","22800.30"
"5OAQ","A","1.95","","1","220","25597.80"
"5OB5","A","1.65","","1","63","6950.39"
"5OBT","A","1.50","","1","245","26987.80"
"5OBT","F","1.50","","2","51","5766.39"
"5OBT","E","1.50","","2","51","5766.39"
"5OBT","B","1.50","","1","245","26987.80"
"5OC7","D","1.65","","1","133","15643.10"
"5OC7","A","1.65","","1","133","15643.10"
"5OMB","A","1.94","","1","134","15616.80"
"5OMB","D","1.94","","2","111","12946.70"
"5OMB","C","1.94","","2","111","12946.70"
"5OMB","B","1.94","","1","134","15616.80"
"5OVO","A","1.55","","1","297","32442.80"
"5OVO","B","1.55","","2","99","10801.50"
"5OVP","A","1.50","","1","96","10400.00"
"5PAF","A","1.50","","1","64","6984.91"
"5PAF","B","1.50","","2","254","28103.30"
"5SVI","B","1.61","","2","53","6171.79"
"5SWK","A","1.92","","1","153","17237.50"
"5SWK","D","1.92","","2","110","12038.30"
"5SWK","C","1.92","","2","110","12038.30"
"5SWK","B","1.92","","1","153","17237.50"
"5SXP","C","1.65","","1","62","7094.74"
"5SXP","B","1.65","","1","62","7094.74"
"5SXP","A","1.65","","1","62","7094.74"
"5SXP","D","1.65","","1","62","7094.74"
"5SY8","O","1.62","","3","163","18643.10"
"5T1I","B","1.60","","1","68","7637.70"
"5T1I","A","1.60","","1","68","7637.70"
"5T1X","E","1.70","","1","110","12053.50"
"5T1X","C","1.70","","1","110","12053.50"
"5T1X","A","1.70","","1","110","12053.50"
"5T1X","G","1.70","","1","110","12053.50"
"5T46","B","1.53","","2","66","7876.05"
"5T46","A","1.53","","1","220","25503.70"
"5T46","D","1.53","","2","66","7876.05"
"5T46","C","1.53","","1","220","25503.70"
"5T5P","A","1.66","","1","242","27143.90"
"5T5P","B","1.66","","1","242","27143.90"
"5T6J","B","1.75","","2","92","10030.40"
"5T6J","A","1.75","","1","59","6942.95"
"5T6Z","G","2.00","","4","299","33076.50"
"5T86","I","2.00","","2","130","15051.50"
"5T86","A","2.00","","1","106","11733.20"
"5TDD","A","1.55","","1","76","8350.52"
"5TDW","A","1.70","","1","69","7909.95"
"5TED","B","1.89","","1","226","25852.30"
"5TED","A","1.89","","1","226","25852.30"
"5TL5","A","1.80","","3","109","12287.90"
"5TNO","B","1.54","","2","62","6841.81"
"5TNO","A","1.54","","1","235","26104.70"
"5TU5","A","1.90","","1","300","35225.00"
"5TWA","B","1.85","","1","187","20864.00"
"5TWA","A","1.85","","1","187","20864.00"
"5TX4","B","1.88","","2","92","10501.20"
"5TX4","A","1.88","","1","116","13225.00"
"5TZQ","A","1.65","","1","148","17251.60"
"5TZQ","B","1.65","","1","148","17251.60"
"5U1M","A","1.80","","1","105","11832.80"
"5U2J","B","1.60","","2","111","12474.70"
"5U2J","A","1.60","","2","111","12474.70"
"5U3D","E","1.77","","3","65","6994.73"
"5U3D","C","1.77","","4","54","6037.53"
"5U66","A","1.70","","2","207","23579.70"
"5U8C","B","1.60","","2","283","31785.30"
"5U8C","A","1.60","","1","292","33340.00"
"5UCB","B","1.52","","3","153","17371.60"
"5UCB","H","1.52","","1","217","23183.00"
"5UMN","B","1.97","","1","274","30391.10"
"5UMN","A","1.97","","1","274","30391.10"
"5UNQ","D","1.98","","1","123","13116.00"
"5UNQ","C","1.98","","1","123","13116.00"
"5UNQ","F","1.98","","1","123","13116.00"
"5UNQ","A","1.98","","1","123","13116.00"
"5UNQ","E","1.98","","1","123","13116.00"
"5UUP","A","1.73","","1","152","17442.90"
"5V1Z","A","2.00","","1","115","13482.40"
"5V1Z","B","2.00","","1","115","13482.40"
"5V5H","B","1.50","","2","105","12183.80"
"5V5H","A","1.50","","1","174","19770.10"
"5V89","C","1.55","","2","77","9015.70"
"5V89","A","1.55","","1","193","22756.80"
"5VAB","A","1.70","","1","58","6232.29"
"5VAC","A","1.95","","1","229","26204.70"
"5VAP","B","1.85","","1","112","12900.90"
"5VAP","A","1.85","","1","112","12900.90"
"5VB9","B","1.70","","1","119","13750.50"
"5VB9","A","1.70","","1","119","13750.50"
"5VGB","A","1.50","","1","142","16805.80"
"5VGB","B","1.50","","2","86","9637.85"
"5VIP","C","1.86","","1","284","30633.00"
"5VIP","B","1.86","","2","287","30465.10"
"5VIP","A","1.86","","1","284","30633.00"
"5VIP","D","1.86","","2","287","30465.10"
"5VJI","B","1.86","","1","51","6196.40"
"5VJI","E","1.86","","1","51","6196.40"
"5VJI","A","1.86","","1","51","6196.40"
"5VJI","D","1.86","","1","51","6196.40"
"5VJI","C","1.86","","2","64","7205.11"
"5VJI","F","1.86","","2","64","7205.11"
"5VKD","A","1.75","","1","103","12267.70"
"5VKO","A","1.80","","1","211","25065.40"
"5VMO","A","1.70","","1","132","14944.00"
"5VT9","B","1.85","","1","152","16878.60"
"5VT9","A","1.85","","1","152","16878.60"
"5VWI","B","1.75","","1","96","10082.50"
"5VWI","A","1.75","","1","96","10082.50"
"5VWY","A","1.55","","1","170","19037.30"
"5W0D","A","1.90","","1","223","25140.00"
"5W3X","D","2.00","","2","80","9294.55"
"5W3X","B","2.00","","2","80","9294.55"
"5W7B","A","1.90","","1","141","16385.00"
"5W7B","B","1.90","","1","141","16385.00"
"5W83","B","1.55","","2","222","24880.60"
"5W93","A","2.00","","1","137","14796.80"
"5W93","C","2.00","","1","137","14796.80"
"5W93","B","2.00","","1","137","14796.80"
"5WAS","A","1.80","","1","185","18769.00"
"5WAS","C","1.80","","3","75","8281.35"
"5WAS","B","1.80","","2","55","6464.40"
"5WJE","A","1.76","","1","159","18127.30"
"5WK3","D","1.90","","3","71","8140.34"
"5WK3","C","1.90","","3","71","8140.34"
"5WK3","B","1.90","","3","71","8140.34"
"5WK3","A","1.90","","3","71","8140.34"
"5WLE","A","1.95","","1","63","7318.45"
"5WNW","B","1.79","","1","97","11540.30"
"5WNW","A","1.79","","1","97","11540.30"
